post_id;creation_date;score;accepted_answer_id;answer_id_1;score_answer_1;answer_id_2;score_answer_2;answer_id_3;score_answer_3;answer_id_4;score_answer_4;answer_id_5;score_answer_5;chatgpt_response;timestamp;chatgpt_response_integers_only;check_llm_answer_exists_in_answers;chatgpt_response_numeric;rq1_is_llm_answer_correct;check_max_score_answer;max_score_answer_id;is_max_score_answer_equal_accepted_answer;chatgpt_response_numeric_with_integer_responses;is_llm_answer_correct_with_integer_responses;selected_max_score_and_not_selected_accepted_answer;selected_max_score
31405818;2015-07-14 11:52:43.293;56;31407245;31407245;56;56197735;38;71743019;8;55215054;3;64784550;2;1;2024-08-16 11:57:54.594347;1;False;1;0;answer_id_1;31407245;0;31407245;1;0;1
72220565;2022-05-12 18:34:36.763;4;72220944;72220708;3;72220962;2;72220841;3;72220878;3;72220944;5;72220708;2024-08-16 12:09:26.803029;72220708;True;72220708;0;answer_id_5;72220944;0;72220708;0;0;0
13381731;2012-11-14 15:24:25.700;21;13382245;45842656;2;58951934;2;72558181;0;13382245;20;24193252;57;2;2024-08-15 23:27:20.766782;2;False;2;0;answer_id_5;24193252;1;58951934;0;0;0
19511797;2013-10-22 07:36:23.777;23;19511841;19511872;7;19511814;2;72680030;0;62590860;11;19511841;32;19511872;2024-08-16 11:44:50.162387;19511872;True;19511872;0;answer_id_5;19511841;0;19511872;0;0;0
48596790;2018-02-03 11:21:30.890;7;48616733;48596807;6;60617110;5;73067468;1;57065449;2;48616733;1;5;2024-08-16 12:05:30.495766;5;False;5;0;answer_id_1;48596807;1;48616733;1;0;0
6341367;2011-06-14 09:08:22.057;23;6341414;6341484;1;6341414;25;73448321;1;6341411;2;6341429;4;6341414;2024-08-15 23:13:25.865767;6341414;True;6341414;1;answer_id_2;6341414;0;6341414;1;0;1
35524450;2016-02-20 14:14:37.593;0;35524795;35524570;0;35524795;0;73874019;0;35524480;1;35524694;1;35524795;2024-08-16 12:00:29.856764;35524795;True;35524795;1;answer_id_4;35524480;1;35524795;1;0;0
74056774;2022-10-13 13:40:11.563;16;74065270;76575767;4;77719695;3;74057272;1;74056927;0;74065270;2;2;2024-08-16 12:09:32.647249;2;False;2;0;answer_id_1;76575767;1;77719695;0;0;0
34526362;2015-12-30 09:12:47.310;14;34526379;34527076;3;34533480;2;74163873;0;34526379;24;34526438;10;34533480;2024-08-16 11:59:54.185185;34533480;True;34533480;0;answer_id_4;34526379;0;34533480;0;0;0
7668748;2011-10-05 23:02:29.370;10;7668864;7668793;0;58166744;0;75909521;0;7668864;19;7668810;1;7668864;2024-08-15 23:16:17.868586;7668864;True;7668864;1;answer_id_4;7668864;0;7668864;1;0;1
37155595;2016-05-11 07:15:35.470;36;54801594;65056406;1;54801594;41;76036473;1;58530751;6;37168362;10;37168362;2024-08-16 12:01:11.004836;37168362;True;37168362;0;answer_id_2;54801594;0;37168362;0;0;0
29035889;2015-03-13 15:16:56.990;2;29036076;29036040;0;29036220;0;29036176;3;29036076;3;29036034;0;29036176;2024-08-16 11:55:28.248822;29036176;True;29036176;0;answer_id_3;29036176;1;29036176;0;1;1
25091732;2014-08-02 04:42:43.890;3;25091845;44392757;7;47994157;0;76338308;0;25091845;3;28769948;0;25091845;2024-08-16 11:51:58.976829;25091845;True;25091845;1;answer_id_1;44392757;1;25091845;1;0;0
76504782;2023-06-19 08:12:19.620;0;76505070;76504980;0;76504934;0;76504833;0;76505070;0;76504974;0;76504934;2024-08-16 12:09:36.741246;76504934;True;76504934;0;answer_id_1;76504980;1;76504934;0;0;0
29166170;2015-03-20 12:08:52.777;1;29169758;56395593;0;68105407;0;29169758;2;29167017;0;29166230;0;3;2024-08-16 11:55:33.812109;3;False;3;0;answer_id_3;29169758;0;29169758;1;0;1
9092712;2012-02-01 08:15:43.890;150;9093594;9093594;308;22588489;11;76782115;18;35127281;13;19811891;52;1;2024-08-15 23:19:23.313114;1;False;1;0;answer_id_1;9093594;0;9093594;1;0;1
69389145;2021-09-30 08:49:58.993;63;69390685;76990046;2;73136628;24;76755223;1;69390685;82;75618190;18;76990046;2024-08-16 12:09:25.039663;76990046;True;76990046;0;answer_id_4;69390685;0;76990046;0;0;0
65277913;2020-12-13 16:26:21.640;1;65277981;65277981;4;70093132;0;76870141;1;75027922;0;73670270;0;65277981;2024-08-16 12:09:14.936012;65277981;True;65277981;1;answer_id_1;65277981;0;65277981;1;0;1
67874510;2021-06-07 15:31:01.963;17;67973800;68287391;11;70743093;2;77154727;1;67973800;36;74273536;2;1;2024-08-16 12:09:20.285387;1;False;1;0;answer_id_4;67973800;0;68287391;0;0;0
3883167;2010-10-07 15:19:54.890;8;3883247;3883226;6;3883314;1;3883247;12;59003873;1;3883275;5;3883226;2024-08-15 23:06:47.449966;3883226;True;3883226;0;answer_id_3;3883247;0;3883226;0;0;0
4716372;2011-01-17 18:15:01.433;5;4716428;4716445;2;4763728;3;4716428;9;52954265;1;47303247;1;4716428;2024-08-15 23:08:54.223973;4716428;True;4716428;1;answer_id_3;4716428;0;4716428;1;0;1
4648513;2011-01-10 15:42:12.360;8;4648670;4648670;8;4648551;5;4648703;4;25618032;1;56110372;0;4648551;2024-08-15 23:08:20.448040;4648551;True;4648551;0;answer_id_1;4648670;0;4648551;0;0;0
4630440;2011-01-07 21:24:15.493;103;4632208;10637603;2;36307382;1;4748782;91;9681872;12;4632208;144;4632208;2024-08-15 23:08:13.104383;4632208;True;4632208;1;answer_id_5;4632208;0;4632208;1;0;1
38197158;2016-07-05 07:03:47.363;25;38357618;38298530;1;38260825;1;38255583;1;38328510;4;38357618;1;38357618;2024-08-16 12:01:51.599738;38357618;True;38357618;1;answer_id_4;38328510;1;38357618;1;0;0
18958614;2013-09-23 11:55:37.123;49;18958802;25135559;46;55302501;1;38977477;16;18958802;45;54718344;9;54718344;2024-08-16 11:44:10.026482;54718344;True;54718344;0;answer_id_1;25135559;1;54718344;0;0;0
4848820;2011-01-31 08:18:21.607;27;4848827;4848827;51;7520334;9;4848886;16;24943046;8;4849026;1;4848827;2024-08-15 23:09:10.971679;4848827;True;4848827;1;answer_id_1;4848827;0;4848827;1;0;1
4956844;2011-02-10 12:06:12.217;248;4956870;22700777;27;4956865;67;4956870;312;4956879;15;31019045;11;3;2024-08-15 23:09:29.206291;3;False;3;0;answer_id_3;4956870;0;4956870;1;0;1
4956822;2011-02-10 12:03:58.593;57;4956886;4956853;17;44790152;4;4956895;50;4956886;27;4956867;8;4956853;2024-08-15 23:09:26.558866;4956853;True;4956853;0;answer_id_3;4956895;1;4956853;0;0;0
5091057;2011-02-23 12:43:15.540;33;5091147;31266536;5;5091215;20;5091147;50;5091138;9;5091902;11;5091147;2024-08-15 23:09:59.637515;5091147;True;5091147;1;answer_id_3;5091147;0;5091147;1;0;1
5199462;2011-03-04 21:26:32.013;5;5199501;5199489;1;5199470;1;5199501;4;5199500;0;5199560;2;5199489;2024-08-15 23:10:04.574334;5199489;True;5199489;0;answer_id_3;5199501;0;5199489;0;0;0
5212928;2011-03-06 19:47:13.307;15;5213627;5214209;3;5213627;29;5212953;2;47087984;1;10834326;1;5213627;2024-08-15 23:10:14.392550;5213627;True;5213627;1;answer_id_2;5213627;0;5213627;1;0;1
5204051;2011-03-05 13:22:21.900;137;5204075;5204078;26;5204075;270;5204076;53;5204103;2;5204096;4;5204078;2024-08-15 23:10:11.985307;5204078;True;5204078;0;answer_id_2;5204075;0;5204078;0;0;0
5228687;2011-03-08 05:24:59.877;110;5228721;36919724;16;36184538;2;5228708;39;5228721;113;5228713;4;5228721;2024-08-15 23:10:19.868484;5228721;True;5228721;1;answer_id_4;5228721;0;5228721;1;0;1
10741192;2012-05-24 16:05:16.110;4;10741217;10741217;14;10741331;2;10741211;4;10741252;2;10741251;4;10741211;2024-08-15 23:22:15.674773;10741211;True;10741211;0;answer_id_1;10741217;0;10741211;0;0;0
10761928;2012-05-25 22:12:39.927;0;10761953;10762001;1;10761953;7;10761976;3;10761965;2;10761955;3;id: 10761976;2024-08-15 23:22:17.467973;10761976;True;10761976;0;answer_id_2;10761953;0;10761976;0;0;0
11718073;2012-07-30 08:48:09.023;1;11855680;11850594;2;11855680;2;11794919;0;11820484;1;11718226;1;11850594;2024-08-15 23:23:57.403689;11850594;True;11850594;0;answer_id_1;11850594;1;11850594;0;1;1
5450066;2011-03-27 15:05:24.057;32;11387378;11387378;60;56975540;4;5450121;1;5450145;12;35513593;3;11387378;2024-08-15 23:11:11.634600;11387378;True;11387378;1;answer_id_1;11387378;0;11387378;1;0;1
5443136;2011-03-26 15:02:49.897;23;5443140;15179589;4;15179655;10;5443173;7;5443140;69;5443270;3;5443140;2024-08-15 23:11:08.013246;5443140;True;5443140;1;answer_id_4;5443140;0;5443140;1;0;1
5872143;2011-05-03 15:48:38.623;2;5872186;5872274;0;5872170;3;5872319;0;5872188;1;5872186;7;5872170;2024-08-15 23:12:02.104490;5872170;True;5872170;0;answer_id_5;5872186;0;5872170;0;0;0
6232355;2011-06-03 20:31:30.020;33;6232436;6232472;22;21262751;14;6234141;9;6232436;41;15636607;92;21262751;2024-08-15 23:13:06.595254;21262751;True;21262751;0;answer_id_5;15636607;1;21262751;0;0;0
7193510;2011-08-25 15:58:45.767;0;7193576;7193548;1;7193580;10;7193566;1;7193576;3;7194059;1;id: 7193580;2024-08-15 23:15:06.243806;7193580;True;7193580;0;answer_id_2;7193580;1;7193580;0;1;1
6324012;2011-06-12 19:07:55.893;7;6324042;6324042;5;6324028;8;6324290;1;34776731;1;6324045;1;34776731;2024-08-15 23:13:21.844454;34776731;True;34776731;0;answer_id_2;6324028;1;34776731;0;0;0
3920602;2010-10-13 03:33:59.137;191;3924759;3920606;40;3924759;262;3920607;14;3920611;6;23497709;5;1;2024-08-15 23:06:49.529020;1;False;1;0;answer_id_2;3924759;0;3920606;0;0;0
7014792;2011-08-10 17:01:20.730;10;7032448;7915391;1;26057829;1;7015453;1;7016713;5;7032448;2;3;2024-08-15 23:14:34.842723;3;False;3;0;answer_id_4;7016713;1;7015453;0;0;0
7307282;2011-09-05 11:19:29.643;2;7307399;7307343;0;7307420;0;7307399;8;7308187;0;7307320;3;id: 7307399;2024-08-15 23:15:32.888169;7307399;True;7307399;1;answer_id_3;7307399;0;7307399;1;0;1
7310465;2011-09-05 16:10:34.480;0;7310516;7310516;2;7310514;2;7310504;0;7310485;1;7310496;0;7310516;2024-08-15 23:15:34.463927;7310516;True;7310516;1;answer_id_1;7310516;0;7310516;1;0;1
4120216;2010-11-07 23:09:45.000;14;4120268;4120268;10;6947282;7;4120257;5;4120260;0;56896214;3;3;2024-08-15 23:07:10.115197;3;False;3;0;answer_id_1;4120268;0;4120257;0;0;0
4305398;2010-11-29 15:51:43.127;1;4305475;4305475;3;4305945;0;4305485;0;4309045;0;4305504;0;4305485;2024-08-15 23:07:36.680936;4305485;True;4305485;0;answer_id_1;4305475;0;4305485;0;0;0
4207593;2010-11-17 18:07:46.107;1;4208654;4208654;3;4207644;2;4208325;0;4213988;1;4207639;1;4207644;2024-08-15 23:07:22.650124;4207644;True;4207644;0;answer_id_1;4208654;0;4207644;0;0;0
4338960;2010-12-02 19:27:26.957;5;4339182;14233278;2;4339212;3;4339182;5;4339197;1;15537638;0;1;2024-08-15 23:07:38.305841;1;False;1;0;answer_id_3;4339182;0;14233278;0;0;0
3946529;2010-10-15 22:15:21.287;43;3946690;3947358;35;3948057;1;3946690;32;34650381;3;3946561;4;3947358;2024-08-15 23:06:54.546649;3947358;True;3947358;0;answer_id_1;3947358;1;3947358;0;1;1
3922276;2010-10-13 09:25:25.163;38;3922547;3922547;61;3922463;8;3922534;3;6176487;8;3927583;3;3922547;2024-08-15 23:06:51.020290;3922547;True;3922547;1;answer_id_1;3922547;0;3922547;1;0;1
4017051;2010-10-25 17:08:30.340;3;4017306;4017222;1;4017306;2;4017157;1;4017124;0;4017084;7;4017306;2024-08-15 23:06:59.919888;4017306;True;4017306;1;answer_id_5;4017084;1;4017306;1;0;0
3998191;2010-10-22 15:10:02.490;2;4010116;3998348;3;4001601;0;3998279;0;3998332;10;4010116;-1;4001601;2024-08-15 23:06:57.894900;4001601;True;4001601;0;answer_id_4;3998332;1;4001601;0;0;0
4084495;2010-11-03 05:47:57.267;37;4084513;4084510;4;4091415;10;4084802;9;4084673;4;4084513;31;4084802;2024-08-15 23:07:03.251098;4084802;True;4084802;0;answer_id_5;4084513;0;4084802;0;0;0
4092914;2010-11-04 00:28:52.407;46;4093128;4096192;16;4093489;3;4093128;60;4093086;4;13556374;32;4096192;2024-08-15 23:07:05.027321;4096192;True;4096192;0;answer_id_3;4093128;0;4096192;0;0;0
4169144;2010-11-12 21:23:40.080;1;4169206;4169190;0;4169270;2;4169206;2;4169218;0;4169162;0;2;2024-08-15 23:07:20.916965;2;False;2;0;answer_id_2;4169270;1;4169270;0;1;1
4145616;2010-11-10 14:42:57.350;13;4145906;19690233;4;4145906;9;4147789;4;21166635;1;4145719;4;1;2024-08-15 23:07:15.299271;1;False;1;0;answer_id_2;4145906;0;19690233;0;0;0
4156820;2010-11-11 16:43:08.750;25;4156856;4156845;10;4156856;38;4156852;8;4156876;3;4156848;22;1;2024-08-15 23:07:19.480484;1;False;1;0;answer_id_2;4156856;0;4156845;0;0;0
4105331;2010-11-05 11:11:21.600;783;4105406;4106623;23;4106366;61;4105353;258;4105344;115;4105406;982;4106366;2024-08-15 23:07:08.301796;4106366;True;4106366;0;answer_id_5;4105406;0;4106366;0;0;0
4223259;2010-11-19 08:33:23.780;1;4223322;4223322;5;4223306;3;4223330;2;4231072;2;4223287;4;4223322;2024-08-15 23:07:28.313106;4223322;True;4223322;1;answer_id_1;4223322;0;4223322;1;0;1
4218602;2010-11-18 19:14:54.963;6;4218664;4218679;6;4218829;2;4218665;1;4218664;5;4218661;5;4218664;2024-08-15 23:07:26.606187;4218664;True;4218664;1;answer_id_1;4218679;1;4218664;1;0;0
4234027;2010-11-20 17:30:52.287;7;4234143;4234058;1;4234103;3;4234143;9;4234073;1;4234113;1;4234143;2024-08-15 23:07:30.097439;4234143;True;4234143;1;answer_id_3;4234143;0;4234143;1;0;1
4133233;2010-11-09 11:38:20.367;3;4275606;4275606;1;5498252;2;4133887;0;4147415;2;4148529;0;2;2024-08-15 23:07:13.478641;2;False;2;0;answer_id_2;5498252;1;5498252;0;1;1
4278083;2010-11-25 14:26:28.410;152;4278284;4920692;16;7815651;9;4278159;90;24698873;40;4278284;178;3;2024-08-15 23:07:33.494407;3;False;3;0;answer_id_5;4278284;0;4278159;0;0;0
4272756;2010-11-25 00:29:11.663;9;4272807;4272793;1;4273012;15;4272790;1;4272777;1;4272807;15;4273012;2024-08-15 23:07:31.919312;4273012;True;4273012;0;answer_id_2;4273012;1;4273012;0;1;1
4280727;2010-11-25 20:44:12.480;18;4281108;4280816;2;4280838;5;4281108;61;4280764;6;66493479;0;4281108;2024-08-15 23:07:35.012580;4281108;True;4281108;1;answer_id_3;4281108;0;4281108;1;0;1
4375037;2010-12-07 09:19:55.967;22;4375063;10187768;5;11349229;5;4375128;7;4375062;2;4375063;31;11349229;2024-08-15 23:07:39.804101;11349229;True;11349229;0;answer_id_5;4375063;0;11349229;0;0;0
4409071;2010-12-10 13:03:13.663;5;4409102;4409500;3;4409835;0;4409116;1;4409102;5;4409105;0;4409500;2024-08-15 23:07:48.453753;4409500;True;4409500;0;answer_id_4;4409102;0;4409500;0;0;0
4400407;2010-12-09 16:13:07.147;3;4400432;4400473;1;4400432;14;4400695;1;13604815;0;4400462;1;(id: 4400432);2024-08-15 23:07:46.846032;4400432;True;4400432;1;answer_id_2;4400432;0;4400432;1;0;1
4399955;2010-12-09 15:34:03.953;-2;4400037;4400037;5;4399998;2;4401750;0;4400091;1;4400296;0;4401750;2024-08-15 23:07:44.997975;4401750;True;4401750;0;answer_id_1;4400037;0;4401750;0;0;0
4541268;2010-12-27 19:35:01.557;2;4541330;4541292;1;4541285;3;4541330;1;4541277;1;4541276;11;4541285;2024-08-15 23:07:58.639583;4541285;True;4541285;0;answer_id_5;4541276;1;4541285;0;0;0
4462053;2010-12-16 14:54:36.143;12;4462096;4462104;2;4462096;10;4462101;4;4462153;5;4462134;11;4462104;2024-08-15 23:07:51.558435;4462104;True;4462104;0;answer_id_5;4462134;1;4462104;0;0;0
4379050;2010-12-07 16:32:43.967;47;4379187;4379214;2;9642265;6;4379187;21;15345496;7;4379101;23;4379187;2024-08-15 23:07:41.830825;4379187;True;4379187;1;answer_id_5;4379101;1;4379187;1;0;0
4379592;2010-12-07 17:23:50.797;2;4379609;4379621;8;4380170;0;4379609;3;22139408;1;4379597;10;4379597;2024-08-15 23:07:43.514972;4379597;True;4379597;0;answer_id_5;4379597;1;4379597;0;1;1
4556503;2010-12-29 18:00:29.847;13;4556549;27937737;3;4556598;2;4556556;2;4556562;22;4556549;16;id: 4556556;2024-08-15 23:08:02.673926;4556556;True;4556556;0;answer_id_4;4556562;1;4556556;0;0;0
4615619;2011-01-06 13:55:38.677;4;4615777;4615670;2;4615777;2;4615830;3;4615763;3;4615694;1;4615777;2024-08-15 23:08:10.186867;4615777;True;4615777;1;answer_id_3;4615830;1;4615777;1;0;0
4583285;2011-01-03 09:17:51.357;11;4583345;59393914;1;4583345;23;4583313;5;22302348;4;4583330;2;4583345;2024-08-15 23:08:05.879065;4583345;True;4583345;1;answer_id_2;4583345;0;4583345;1;0;1
4612471;2011-01-06 06:40:38.673;97;4612494;4612651;18;4612494;136;4612956;54;4612489;29;10483107;7;4612651;2024-08-15 23:08:07.935485;4612651;True;4612651;0;answer_id_2;4612494;0;4612651;0;0;0
4656402;2011-01-11 10:05:42.387;2;4656576;4656451;0;4656548;1;4656716;1;4656576;3;4656435;2;4656548;2024-08-15 23:08:36.402597;4656548;True;4656548;0;answer_id_4;4656576;0;4656548;0;0;0
4650762;2011-01-10 19:41:09.460;9;34003753;34003753;3;4651590;1;4650853;6;14807470;1;4650815;3;4650853;2024-08-15 23:08:22.416271;4650853;True;4650853;0;answer_id_3;4650853;1;4650853;0;1;1
4686685;2011-01-13 23:56:42.343;2;4686718;4686699;2;4686718;3;4686755;2;4686761;1;4686719;1;4686718;2024-08-15 23:08:43.762023;4686718;True;4686718;1;answer_id_2;4686718;0;4686718;1;0;1
4726833;2011-01-18 17:06:57.723;2;4726889;4726997;1;4726914;0;4726903;0;4726889;5;4726851;1;4726914;2024-08-15 23:08:55.823034;4726914;True;4726914;0;answer_id_4;4726889;0;4726914;0;0;0
4455195;2010-12-15 21:38:50.217;194;9875701;4455409;10;32500364;22;4682195;22;9875701;241;6915289;6;4455409;2024-08-15 23:07:49.984732;4455409;True;4455409;0;answer_id_4;9875701;0;4455409;0;0;0
4714796;2011-01-17 15:23:56.250;1;4714848;4714861;2;4714848;3;4714869;4;4714872;2;4714831;1;4714848;2024-08-15 23:08:52.706064;4714848;True;4714848;1;answer_id_3;4714869;1;4714848;1;0;0
4778439;2011-01-24 03:48:34.627;9;4778444;4778444;16;4778465;2;4778470;2;4778494;5;4778535;5;4778444;2024-08-15 23:09:02.512720;4778444;True;4778444;1;answer_id_1;4778444;0;4778444;1;0;1
4863650;2011-02-01 14:20:17.073;5;4863775;4863762;0;4863775;15;4863763;0;4863755;5;4863756;3;4863763;2024-08-15 23:09:18.644443;4863763;True;4863763;0;answer_id_2;4863775;0;4863763;0;0;0
4921407;2011-02-07 12:43:19.130;14;4921436;4921436;10;4923338;3;4922167;6;4923168;5;4960152;1;4921436;2024-08-15 23:09:20.904847;4921436;True;4921436;1;answer_id_1;4921436;0;4921436;1;0;1
4926681;2011-02-07 21:15:47.037;15;4926836;4926783;2;4926839;1;4926812;7;4926836;16;4926806;2;4926783;2024-08-15 23:09:23.757181;4926783;True;4926783;0;answer_id_4;4926836;0;4926783;0;0;0
4830253;2011-01-28 15:57:38.383;169;4830283;17607614;12;22289526;6;4830301;206;4830283;209;37874948;9;17607614;2024-08-15 23:09:09.369517;17607614;True;17607614;0;answer_id_4;4830283;0;17607614;0;0;0
4994021;2011-02-14 15:35:28.773;26;4994054;75725342;0;40771489;3;4994048;3;4994054;51;34711981;2;40771489;2024-08-15 23:09:37.317184;40771489;True;40771489;0;answer_id_4;4994054;0;40771489;0;0;0
4958600;2011-02-10 14:54:22.920;18;7277323;4958681;2;17806100;6;4958668;1;7277323;31;4958751;7;17806100;2024-08-15 23:09:33.118267;17806100;True;17806100;0;answer_id_4;7277323;0;17806100;0;0;0
5088128;2011-02-23 07:35:06.903;47;5088167;57600546;9;5088167;82;5088434;5;5088169;4;73795939;2;73795939;2024-08-15 23:09:55.043798;73795939;True;73795939;0;answer_id_2;5088167;0;73795939;0;0;0
5042322;2011-02-18 14:14:44.437;0;5042420;5042397;2;6406557;2;5042444;2;5042393;0;5042420;0;5042397;2024-08-15 23:09:42.116347;5042397;True;5042397;0;answer_id_1;5042397;1;5042397;0;1;1
5172948;2011-03-02 20:20:56.047;30;5172992;5172992;38;5173009;1;5173008;6;5172979;2;5173569;3;5172992;2024-08-15 23:10:03.003521;5172992;True;5172992;1;answer_id_1;5172992;0;5172992;1;0;1
5203974;2011-03-05 13:04:28.473;9;5203989;5203983;1;5204054;1;5203989;17;5204040;7;5203999;1;5204054;2024-08-15 23:10:08.947968;5204054;True;5204054;0;answer_id_3;5203989;0;5204054;0;0;0
5355262;2011-03-18 16:52:10.190;1;5355551;5355366;0;5355551;3;5355390;4;5355476;0;58631611;1;5355390;2024-08-15 23:10:31.457828;5355390;True;5355390;0;answer_id_3;5355390;1;5355390;0;1;1
5403838;2011-03-23 10:30:08.140;13;5403895;10615046;3;19288322;1;5403895;15;19288516;1;5403922;17;19288516;2024-08-15 23:10:51.881435;19288516;True;19288516;0;answer_id_5;5403922;1;19288516;0;0;0
5370736;2011-03-20 19:06:29.737;30;5371225;54434914;2;5371225;32;5370855;31;61468887;3;52943462;0;5371225;2024-08-15 23:10:41.970015;5371225;True;5371225;1;answer_id_2;5371225;0;5371225;1;0;1
5448681;2011-03-27 10:34:47.680;4;5448767;5448697;3;5448767;6;5448715;1;5448710;6;5448703;1;5448767;2024-08-15 23:11:09.558110;5448767;True;5448767;1;answer_id_2;5448767;0;5448767;1;0;1
5421502;2011-03-24 15:22:47.247;0;5421562;5421519;0;5421549;1;5421562;0;5421556;2;5421521;1;5421519;2024-08-15 23:10:57.087967;5421519;True;5421519;0;answer_id_4;5421556;1;5421519;0;0;0
5417454;2011-03-24 10:02:23.680;33;5417484;5417709;7;5417484;51;5417476;2;5417986;2;11984032;1;5417484;2024-08-15 23:10:55.480355;5417484;True;5417484;1;answer_id_2;5417484;0;5417484;1;0;1
5468540;2011-03-29 06:05:33.537;0;5468604;5468604;3;11332441;0;5468592;0;5468574;4;5468590;1;1;2024-08-15 23:11:14.740847;1;False;1;0;answer_id_4;5468574;1;5468604;1;0;0
5387371;2011-03-22 05:51:37.517;100;5387398;45231854;15;41800301;43;5388264;14;49536782;4;5387398;226;5387398;2024-08-15 23:10:43.558985;5387398;True;5387398;1;answer_id_5;5387398;0;5387398;1;0;1
5452891;2011-03-27 22:23:31.183;1;5453112;5453112;2;5452939;1;5452928;0;5452934;0;5452964;0;5453112;2024-08-15 23:11:13.217236;5453112;True;5453112;1;answer_id_1;5453112;0;5453112;1;0;1
5490082;2011-03-30 17:49:07.173;2;8718423;5490219;0;8718423;0;5490137;2;5490165;0;5490227;0;id: 5490137;2024-08-15 23:11:17.819007;5490137;True;5490137;0;answer_id_3;5490137;1;5490137;0;1;1
5572192;2011-04-06 19:52:33.007;2;5572256;5572256;5;5572209;1;5572203;4;5572278;1;5572233;1;1.;2024-08-15 23:11:32.082924;1;False;1;0;answer_id_1;5572256;0;5572256;1;0;1
5569394;2011-04-06 15:56:58.477;93;5569842;7353554;53;27255766;4;5569842;51;21097967;19;5570151;25;3;2024-08-15 23:11:29.672242;3;False;3;0;answer_id_1;7353554;1;5569842;1;0;0
5490789;2011-03-30 18:51:55.777;173;5490987;23862104;10;5490987;263;5506433;21;15753925;122;14818952;15;2;2024-08-15 23:11:19.656872;2;False;2;0;answer_id_2;5490987;0;5490987;1;0;1
5538847;2011-04-04 13:03:21.653;4;5539285;5539285;6;5538939;0;5540061;0;5539498;1;10361193;0;5539285;2024-08-15 23:11:22.103595;5539285;True;5539285;1;answer_id_1;5539285;0;5539285;1;0;1
5568409;2011-04-06 14:53:35.467;100;5568494;5568471;1;5569237;111;5568494;75;20805612;0;41472256;16;5569237;2024-08-15 23:11:28.060337;5569237;True;5569237;0;answer_id_2;5569237;1;5569237;0;1;1
5629706;2011-04-12 02:23:13.977;91;5629817;5629817;33;5629983;63;5645791;3;37663624;2;23022570;12;5629817;2024-08-15 23:11:35.624030;5629817;True;5629817;1;answer_id_2;5629983;1;5629817;1;0;0
5685690;2011-04-16 09:51:00.960;8;5686253;5686243;1;6764818;1;5686253;3;5685890;1;5685774;3;6764818;2024-08-15 23:11:38.219928;6764818;True;6764818;0;answer_id_3;5686253;0;6764818;0;0;0
5741038;2011-04-21 07:41:11.277;26;5741080;5741061;7;5741315;12;5741065;11;5741118;46;5741080;59;5741315;2024-08-15 23:11:49.168863;5741315;True;5741315;0;answer_id_5;5741080;0;5741315;0;0;0
5726291;2011-04-20 06:21:46.340;430;5726599;49246337;103;49916784;52;5726599;818;5726879;11;5726412;31;49246337;2024-08-15 23:11:44.062102;49246337;True;49246337;0;answer_id_3;5726599;0;49246337;0;0;0
5730474;2011-04-20 12:42:14.837;7;5730491;5730788;9;5730491;17;5730500;5;5730504;1;5730489;1;id: 5730504;2024-08-15 23:11:47.068916;5730504;True;5730504;0;answer_id_2;5730491;0;5730504;0;0;0
5863682;2011-05-02 23:46:03.567;46;5863691;5863694;3;5863691;86;5863696;3;5863690;2;5863718;10;5863691;2024-08-15 23:12:00.563233;5863691;True;5863691;1;answer_id_2;5863691;0;5863691;1;0;1
5831388;2011-04-29 11:26:13.037;12;5831542;5831542;26;5831592;2;5831749;1;5832622;4;5831723;9;1;2024-08-15 23:11:55.404754;1;False;1;0;answer_id_1;5831542;0;5831542;1;0;1
5886619;2011-05-04 16:23:10.540;37;5886656;5886701;0;5886656;104;5887199;1;31804136;0;49648302;3;5886656;2024-08-15 23:12:03.654283;5886656;True;5886656;1;answer_id_2;5886656;0;5886656;1;0;1
5945867;2011-05-10 06:04:16.547;40;5945919;8061414;36;5945893;12;5945924;68;6068908;15;5945919;30;2;2024-08-15 23:12:20.356373;2;False;2;0;answer_id_3;5945924;1;5945893;0;0;0
5931261;2011-05-09 00:08:49.480;119;5931267;20921944;4;27834772;8;5932498;14;5931267;230;5931273;38;5931267;2024-08-15 23:12:08.044722;5931267;True;5931267;1;answer_id_4;5931267;0;5931267;1;0;1
5937241;2011-05-09 13:02:27.557;15;5937852;5937852;4;5950169;2;5937452;1;5937432;0;5937549;5;5937852;2024-08-15 23:12:09.564187;5937852;True;5937852;1;answer_id_5;5937549;1;5937852;1;0;0
5937249;2011-05-09 13:02:55.020;7;5937356;5937466;1;5937315;1;5937462;0;5937374;1;5937356;6;5937466;2024-08-15 23:12:14.446949;5937466;True;5937466;0;answer_id_5;5937356;0;5937466;0;0;0
4541636;2010-12-27 20:35:05.170;26;4541742;4541742;21;4541745;3;5982830;10;33528449;8;22935026;22;4541745;2024-08-15 23:08:00.400342;4541745;True;4541745;0;answer_id_5;22935026;1;4541745;0;0;0
6041252;2011-05-18 07:27:04.650;1;6041306;6041349;1;6041637;2;6041306;1;6041345;1;6041713;1;6041637;2024-08-15 23:12:32.469855;6041637;True;6041637;0;answer_id_2;6041637;1;6041637;0;1;1
